,public_metrics,created_at,id,context_annotations,text,entities
375,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 35, 'quote_count': 0}",2020-12-21T00:46:07.000Z,1340820810039115776,,@DavidSacks @theallinpod https://t.co/tHNtXlKxlM,"{'urls': [{'start': 25, 'end': 48, 'url': 'https://t.co/tHNtXlKxlM', 'expanded_url': 'https://twitter.com/Jason/status/1340820810039115776/photo/1', 'display_url': 'pic.twitter.com/tHNtXlKxlM'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'DavidSacks'}, {'start': 12, 'end': 24, 'username': 'theallinpod'}]}"
376,"{'retweet_count': 0, 'reply_count': 12, 'like_count': 30, 'quote_count': 1}",2020-12-21T00:43:14.000Z,1340820087566004226,,"Ladies, I’m going to need you to read this and tell me what you think. This is bonkers... 

The Journalist and the Pharma Bro https://t.co/bwRO1Dt07y","{'urls': [{'start': 126, 'end': 149, 'url': 'https://t.co/bwRO1Dt07y', 'expanded_url': 'https://www.elle.com/life-love/a35021224/martin-shkreli-christie-smythe-pharma-bro-journalist/', 'display_url': 'elle.com/life-love/a350…'}]}"
377,"{'retweet_count': 29, 'reply_count': 54, 'like_count': 438, 'quote_count': 5}",2020-12-21T00:11:51.000Z,1340812190350102528,,"Imagine your dad withheld his love from you so much that you murdered an elephant, cut his tail off, and then posed for a picture--with a tiny knife and a bandolier of bullets. https://t.co/v44u28B5gs","{'urls': [{'start': 177, 'end': 200, 'url': 'https://t.co/v44u28B5gs', 'expanded_url': 'https://twitter.com/Jason/status/1340812190350102528/photo/1', 'display_url': 'pic.twitter.com/v44u28B5gs'}]}"
378,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2020-12-21T00:08:26.000Z,1340811329376960513,,"@IFTF6 i toss in some fafaflowhighs sometimes 

@robertAbooey","{'mentions': [{'start': 0, 'end': 6, 'username': 'IFTF6'}, {'start': 48, 'end': 61, 'username': 'robertAbooey'}]}"
379,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}",2020-12-21T00:07:51.000Z,1340811182110769153,"[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10000607734', 'name': 'NBA Basketball', 'description': 'All the latest basketball action from the NBA.'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10029190505', 'name': 'Live: NBA Basketball', 'description': 'Live coverage from the National Basketball Association, the top basketball league in North America.'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10029304530', 'name': 'NBA Basketball'}}, {'domain': {'id': '12', 'name': 'Sports Team', 'description': 'A sports team organization, like Arsenal and the Boston Celtics'}, 'entity': {'id': '706083892525010946', 'name': 'New York Knicks'}}, {'domain': {'id': '26', 'name': 'Sports League', 'description': ''}, 'entity': {'id': '706083889454813185', 'name': 'NBA'}}]","@PurInstinct @richkleiman @APompliano sorry, but I'm a knicks fan... so clearly i know nothing about sports","{'annotations': [{'start': 55, 'end': 60, 'probability': 0.7752, 'type': 'Organization', 'normalized_text': 'knicks'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'PurInstinct'}, {'start': 13, 'end': 25, 'username': 'richkleiman'}, {'start': 26, 'end': 37, 'username': 'APompliano'}]}"
380,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2020-12-20T23:44:37.000Z,1340805334768656385,,@patrick_iallen @fontecoffee,"{'mentions': [{'start': 0, 'end': 15, 'username': 'patrick_iallen'}, {'start': 16, 'end': 28, 'username': 'fontecoffee'}]}"
381,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 10, 'quote_count': 0}",2020-12-20T23:32:19.000Z,1340802237782626304,,@richkleiman @APompliano Co-sign,"{'mentions': [{'start': 0, 'end': 12, 'username': 'richkleiman'}, {'start': 13, 'end': 24, 'username': 'APompliano'}]}"
382,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}",2020-12-20T23:21:49.000Z,1340799597908697088,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1052298874918907904', 'name': 'Kara Swisher', 'description': 'Kara Swisher'}}, {'domain': {'id': '94', 'name': 'Journalist', 'description': ""A journalist like 'Anderson Cooper'""}, 'entity': {'id': '1052298874918907904', 'name': 'Kara Swisher', 'description': 'Kara Swisher'}}]",@karaswisher @Bankoff @joshmacewen @scottperry @profgalloway I guess I should have barked like a dog more in my audition,"{'mentions': [{'start': 0, 'end': 12, 'username': 'karaswisher'}, {'start': 13, 'end': 21, 'username': 'Bankoff'}, {'start': 22, 'end': 34, 'username': 'joshmacewen'}, {'start': 35, 'end': 46, 'username': 'scottperry'}, {'start': 47, 'end': 60, 'username': 'profgalloway'}]}"
383,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 21, 'quote_count': 0}",2020-12-20T23:21:13.000Z,1340799446242656257,,https://t.co/FZOXvoup2l,"{'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/FZOXvoup2l', 'expanded_url': 'https://podcasts.apple.com/us/podcast/e15-besties-all-ins-inaugural-award-show-covering-best/id1502871393?i=1000502817150', 'display_url': 'podcasts.apple.com/us/podcast/e15…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1340799447131811840/0TGgbx9e?format=png&name=orig', 'width': 600, 'height': 600}, {'url': 'https://pbs.twimg.com/news_img/1340799447131811840/0TGgbx9e?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': '\u200eAll-In with Chamath, Jason, Sacks & Friedberg: E15: “The Besties” All-In’s inaugural award show covering the best, worst & most memorable of 2020 on Apple Podcasts', 'description': '\u200eShow All-In with Chamath, Jason, Sacks & Friedberg, Ep E15: “The Besties” All-In’s inaugural award show covering the best, worst & most memorable of 2020 - Dec 18, 2020', 'unwound_url': 'https://podcasts.apple.com/us/podcast/e15-besties-all-ins-inaugural-award-show-covering-best/id1502871393?i=1000502817150'}]}"
384,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2020-12-20T23:20:40.000Z,1340799308195512321,,@MatthewGunnin you're asking that now?!?!,"{'mentions': [{'start': 0, 'end': 14, 'username': 'MatthewGunnin'}]}"
385,"{'retweet_count': 2, 'reply_count': 18, 'like_count': 175, 'quote_count': 2}",2020-12-20T23:19:10.000Z,1340798931983163392,,Woah... ⁦@theallinpod⁩ 15 hits a new high on the rankings. https://t.co/SgnTVMB7XC,"{'urls': [{'start': 59, 'end': 82, 'url': 'https://t.co/SgnTVMB7XC', 'expanded_url': 'https://twitter.com/Jason/status/1340798931983163392/photo/1', 'display_url': 'pic.twitter.com/SgnTVMB7XC'}], 'mentions': [{'start': 9, 'end': 21, 'username': 'theallinpod'}]}"
386,"{'retweet_count': 1, 'reply_count': 25, 'like_count': 110, 'quote_count': 1}",2020-12-20T23:16:35.000Z,1340798278594560000,,"I'm the guy at the wedding who yells ""freebird!!!"" to the band",
387,"{'retweet_count': 1, 'reply_count': 3, 'like_count': 22, 'quote_count': 1}",2020-12-20T23:13:56.000Z,1340797612102840321,,Me interrupting @DavidSacks when he makes a great point on @theallinpod   https://t.co/dSPyPHTnal,"{'urls': [{'start': 74, 'end': 97, 'url': 'https://t.co/dSPyPHTnal', 'expanded_url': 'https://twitter.com/HistoryMuppet/status/1340733079657324545/video/1', 'display_url': 'pic.twitter.com/dSPyPHTnal'}], 'mentions': [{'start': 16, 'end': 27, 'username': 'DavidSacks'}, {'start': 59, 'end': 71, 'username': 'theallinpod'}]}"
388,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}",2020-12-20T23:11:14.000Z,1340796931828641792,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '950394966307586048', 'name': 'Jake Tapper', 'description': 'Jake Tapper'}}, {'domain': {'id': '94', 'name': 'Journalist', 'description': ""A journalist like 'Anderson Cooper'""}, 'entity': {'id': '950394966307586048', 'name': 'Jake Tapper', 'description': 'Jake Tapper'}}]",@jaketapper you forgot the hastag #griftters Jake,"{'annotations': [{'start': 45, 'end': 48, 'probability': 0.8185, 'type': 'Person', 'normalized_text': 'Jake'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'jaketapper'}], 'hashtags': [{'start': 34, 'end': 44, 'tag': 'griftters'}]}"
389,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 6, 'quote_count': 0}",2020-12-20T23:07:28.000Z,1340795987103641601,,"#allinarmy, say it daily.... set a remined, build a bot, but tell @davidsacks you love him every day.... and wait for a reply... i have for 20 years! https://t.co/mpxoGJYQ8G","{'urls': [{'start': 150, 'end': 173, 'url': 'https://t.co/mpxoGJYQ8G', 'expanded_url': 'https://twitter.com/Lukester00/status/1340795704831184896', 'display_url': 'twitter.com/Lukester00/sta…'}], 'mentions': [{'start': 66, 'end': 77, 'username': 'DavidSacks'}], 'hashtags': [{'start': 0, 'end': 10, 'tag': 'allinarmy'}]}"
390,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 8, 'quote_count': 0}",2020-12-20T23:06:28.000Z,1340795734233284609,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '877864743653920768', 'name': 'Paul Simon', 'description': 'Paul Simon'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1012691135074979840', 'name': 'Chevy Chase', 'description': 'Chevy Chase'}}, {'domain': {'id': '54', 'name': 'Musician', 'description': 'A musician in the world, like Adele or Bob Dylan'}, 'entity': {'id': '877864743653920768', 'name': 'Paul Simon', 'description': 'Paul Simon'}}, {'domain': {'id': '55', 'name': 'Music Genre', 'description': 'A category for a musical style, like Pop, Rock, or Rap'}, 'entity': {'id': '810938279801470977', 'name': 'Pop', 'description': 'Pop'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '1012691135074979840', 'name': 'Chevy Chase', 'description': 'Chevy Chase'}}]",the 80s were as amazing as you heard @PaulSimonMusic @ChevyChaseToGo https://t.co/I98QxMylcx,"{'urls': [{'start': 69, 'end': 92, 'url': 'https://t.co/I98QxMylcx', 'expanded_url': 'https://youtu.be/uq-gYOrU8bA', 'display_url': 'youtu.be/uq-gYOrU8bA'}], 'mentions': [{'start': 37, 'end': 52, 'username': 'PaulSimonMusic'}, {'start': 53, 'end': 68, 'username': 'ChevyChaseToGo'}]}"
391,"{'retweet_count': 4, 'reply_count': 6, 'like_count': 180, 'quote_count': 0}",2020-12-20T23:04:13.000Z,1340795168266457088,,Besties heading into 2021  https://t.co/ytOMQiZZ3Y,"{'urls': [{'start': 27, 'end': 50, 'url': 'https://t.co/ytOMQiZZ3Y', 'expanded_url': 'https://twitter.com/buitengebieden_/status/1340794970714849280/video/1', 'display_url': 'pic.twitter.com/ytOMQiZZ3Y'}]}"
392,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2020-12-20T23:03:17.000Z,1340794933263781888,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1052298874918907904', 'name': 'Kara Swisher', 'description': 'Kara Swisher'}}, {'domain': {'id': '94', 'name': 'Journalist', 'description': ""A journalist like 'Anderson Cooper'""}, 'entity': {'id': '1052298874918907904', 'name': 'Kara Swisher', 'description': 'Kara Swisher'}}]",@karaswisher @joshmacewen @scottperry @profgalloway @Bankoff @chamath this could have been us @karaswisher  https://t.co/mOBrRnO78J,"{'urls': [{'start': 108, 'end': 131, 'url': 'https://t.co/mOBrRnO78J', 'expanded_url': 'https://youtu.be/YoDh_gHDvkk', 'display_url': 'youtu.be/YoDh_gHDvkk'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'karaswisher'}, {'start': 13, 'end': 25, 'username': 'joshmacewen'}, {'start': 26, 'end': 37, 'username': 'scottperry'}, {'start': 38, 'end': 51, 'username': 'profgalloway'}, {'start': 52, 'end': 60, 'username': 'Bankoff'}, {'start': 61, 'end': 69, 'username': 'chamath'}, {'start': 94, 'end': 106, 'username': 'karaswisher'}]}"
393,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2020-12-20T23:01:01.000Z,1340794360745480197,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1052298874918907904', 'name': 'Kara Swisher', 'description': 'Kara Swisher'}}, {'domain': {'id': '94', 'name': 'Journalist', 'description': ""A journalist like 'Anderson Cooper'""}, 'entity': {'id': '1052298874918907904', 'name': 'Kara Swisher', 'description': 'Kara Swisher'}}, {'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1310591085282910210', 'name': 'Thanksgiving Day ', 'description': 'This entity includes all conversations for all years for Thanksgiving Day '}}]","@_MariaPetrova @karaswisher @joshmacewen @scottperry @profgalloway @Bankoff @chamath mom, I told you at Thanksgiving I know this is your burner account","{'annotations': [{'start': 104, 'end': 115, 'probability': 0.994, 'type': 'Other', 'normalized_text': 'Thanksgiving'}], 'mentions': [{'start': 0, 'end': 14, 'username': '_MariaPetrova'}, {'start': 15, 'end': 27, 'username': 'karaswisher'}, {'start': 28, 'end': 40, 'username': 'joshmacewen'}, {'start': 41, 'end': 52, 'username': 'scottperry'}, {'start': 53, 'end': 66, 'username': 'profgalloway'}, {'start': 67, 'end': 75, 'username': 'Bankoff'}, {'start': 76, 'end': 84, 'username': 'chamath'}]}"
394,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",2020-12-20T23:00:30.000Z,1340794231518941184,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1052298874918907904', 'name': 'Kara Swisher', 'description': 'Kara Swisher'}}, {'domain': {'id': '94', 'name': 'Journalist', 'description': ""A journalist like 'Anderson Cooper'""}, 'entity': {'id': '1052298874918907904', 'name': 'Kara Swisher', 'description': 'Kara Swisher'}}]","@karaswisher @joshmacewen @scottperry @profgalloway @Bankoff @chamath wow... so you told all three of us we were your top pick and then took the first dipshit who signed!??!

that's cutthroat even for your Kara.","{'annotations': [{'start': 206, 'end': 209, 'probability': 0.5705, 'type': 'Person', 'normalized_text': 'Kara'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'karaswisher'}, {'start': 13, 'end': 25, 'username': 'joshmacewen'}, {'start': 26, 'end': 37, 'username': 'scottperry'}, {'start': 38, 'end': 51, 'username': 'profgalloway'}, {'start': 52, 'end': 60, 'username': 'Bankoff'}, {'start': 61, 'end': 69, 'username': 'chamath'}]}"
395,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2020-12-20T22:59:01.000Z,1340793861233250304,,RT @itsoksami: I had the pleasure of participating in the latest reverse choreography challenge with @steezystudio and @claydohboon ! You c…,"{'mentions': [{'start': 3, 'end': 13, 'username': 'itsoksami'}, {'start': 101, 'end': 114, 'username': 'steezystudio'}, {'start': 119, 'end': 131, 'username': 'claydohboon'}]}"
396,"{'retweet_count': 0, 'reply_count': 19, 'like_count': 28, 'quote_count': 1}",2020-12-20T22:58:51.000Z,1340793815578210304,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '877867335259791360', 'name': 'Elton John', 'description': 'Elton John'}}, {'domain': {'id': '54', 'name': 'Musician', 'description': 'A musician in the world, like Adele or Bob Dylan'}, 'entity': {'id': '877867335259791360', 'name': 'Elton John', 'description': 'Elton John'}}, {'domain': {'id': '55', 'name': 'Music Genre', 'description': 'A category for a musical style, like Pop, Rock, or Rap'}, 'entity': {'id': '810938279801470977', 'name': 'Pop', 'description': 'Pop'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '872884528104087552', 'name': 'Jake Paul', 'description': 'Jake Paul'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10029382357', 'name': 'YouTube'}}, {'domain': {'id': '120', 'name': 'Digital Creator', 'description': 'Influencers who create content on digital platforms'}, 'entity': {'id': '872884528104087552', 'name': 'Jake Paul', 'description': 'Jake Paul'}}]","also, how does Sir @eltonofficial only have 2m subs on YouTube and Jake Paul has 8 billion?!?!?! 

It's like putting a piece of broken glass next to the world's brightest diamond... https://t.co/OTZB2GGB0W","{'annotations': [{'start': 55, 'end': 61, 'probability': 0.5348, 'type': 'Organization', 'normalized_text': 'YouTube'}, {'start': 67, 'end': 75, 'probability': 0.9919, 'type': 'Person', 'normalized_text': 'Jake Paul'}], 'urls': [{'start': 182, 'end': 205, 'url': 'https://t.co/OTZB2GGB0W', 'expanded_url': 'https://twitter.com/Jason/status/1340793815578210304/photo/1', 'display_url': 'pic.twitter.com/OTZB2GGB0W'}], 'mentions': [{'start': 19, 'end': 33, 'username': 'eltonofficial'}]}"
